Filename,Sample,Unit,Type,Analytical Technique,Probe #,Rank,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,O=F,O=Cl,Corrected Total,Est OH (wt.%),Net Corrected Total
210520_QVC075_Ap03_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,43.25,0.14,0.68,0.07,0,0.02,0,0.09,53.04,0.54,0.03,2.27,100.14,5.78,0.04,0.11,0,0,0.01,8.98,0.14,0.01,1.13,0.72,0.96,0.12,99.06,1.27,100.34
210520_QVC075_Ap03_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,42.69,0.11,0.62,0.12,-0.02,1.06,0.08,0.75,52.09,2,-0.01,1.55,101.08,5.68,0.03,0.1,0.13,0.01,0.1,8.77,0.53,0,0.77,0.7,0.65,0.45,99.98,1.23,101.2
210520_QVC075_Ap04_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,41.66,0.15,1.16,-0.03,0.07,0,0.17,0.48,52.41,2.84,0,1.22,100.16,5.65,0.05,0.19,0,0.02,0.06,9,0.77,0,0.62,0.61,0.51,0.64,99.01,1.07,100.07
210520_QVC075_Ap04_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,42.33,0.13,0.87,-0.02,0.06,0.01,0.22,0.61,51.91,2.94,0,1.2,100.27,5.72,0.04,0.14,0,0.03,0.08,8.88,0.8,0,0.61,0.6,0.51,0.66,99.1,1.05,100.15
210520_QVC075_Ap04_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,43.41,0.11,0.4,-0.02,0.02,0.05,0.19,0.61,52.97,2.27,-0.01,1.51,101.55,5.78,0.03,0.06,0.01,0.03,0.08,8.93,0.61,0,0.75,0.64,0.64,0.51,100.4,1.13,101.53
210520_QVC075_Ap05_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,42.3,0.13,0.92,-0.02,0.01,0.04,0.11,0.06,52.58,1.67,0.02,1.75,99.6,5.72,0.04,0.15,0,0.01,0.01,9,0.45,0,0.88,0.66,0.74,0.38,98.49,1.17,99.65
210520_QVC075_Ap05_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,42.86,0.12,0.53,-0.01,0.04,-0.01,0.22,0.15,53.53,2.44,0,1.61,101.48,5.71,0.04,0.08,0,0.03,0.02,9.03,0.65,0,0.8,0.55,0.68,0.55,100.25,0.96,101.21
210520_QVC075_Ap06_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,40.97,0.44,2.35,0.4,-0.01,0.08,0.16,0.08,50.07,1.74,0.07,2.17,98.52,5.54,0.14,0.38,0.01,0.02,0.01,8.57,0.47,0.02,1.1,0.43,0.91,0.39,97.21,0.77,97.99
210520_QVC075_Ap06_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,41.68,0.39,2.08,0.16,-0.02,-0.03,0.16,0.12,50.14,2.44,0.15,1.99,99.33,5.6,0.12,0.33,0,0.02,0.02,8.52,0.66,0.04,1,0.35,0.84,0.55,97.94,0.62,98.56
210520_QVC075_Ap07_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,40.29,0.18,2.19,0.38,0.25,0.03,0.13,0.57,50.48,2.65,0.12,1.63,98.9,5.49,0.06,0.35,0,0.02,0.08,8.71,0.72,0.03,0.83,0.45,0.69,0.6,97.62,0.79,98.4
210520_QVC075_Ap07_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,41.56,0.19,1.16,-0.02,0.01,0,0.17,0.15,50.24,2.57,0.01,1.68,97.74,5.7,0.06,0.19,0,0.02,0.02,8.73,0.71,0,0.86,0.43,0.71,0.58,96.45,0.77,97.22
210520_QVC075_Ap08_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,42.24,0.15,1.98,0.15,-0.04,0.03,0.24,0.9,51.98,2.87,0.15,1.28,101.97,5.6,0.05,0.31,0,0.03,0.12,8.72,0.76,0.04,0.63,0.6,0.54,0.65,100.78,1.06,101.84
210520_QVC075_Ap08_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,42.83,0.15,0.99,0.04,-0.02,0.06,0.3,0.53,53.04,2.95,0.08,1.26,102.22,5.68,0.05,0.16,0.01,0.04,0.07,8.9,0.78,0.02,0.62,0.59,0.53,0.67,101.02,1.04,102.06
210520_QVC075_Ap09_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,40.38,0.1,0.42,1.76,0.02,0.08,0.12,3.25,50.59,1.53,0.02,2.23,100.49,5.46,0.03,0.07,0.01,0.02,0.43,8.66,0.41,0,1.13,0.46,0.94,0.35,99.21,0.8,100.01
